longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-117.73,33.49,31,5112,778,1530,648,10.3983,500001,<1H OCEAN
-117.74,33.51,29,1720,269,612,258,7.8239,500001,<1H OCEAN
-117.72,33.54,13,4866,812,1909,733,4.9821,244800,<1H OCEAN
-117.72,33.51,17,3617,597,1176,571,5.133,324000,<1H OCEAN
-117.73,33.49,17,2168,290,654,279,9.8321,500001,<1H OCEAN
-117.69,33.6,19,3562,439,1584,470,6.4211,288100,<1H OCEAN
-117.69,33.6,17,2150,361,1194,335,5.4622,227000,<1H OCEAN
-117.69,33.6,16,2205,393,1333,402,3.475,279500,<1H OCEAN
-117.69,33.59,13,3320,426,1432,431,7.9283,348100,<1H OCEAN
-117.69,33.58,5,6678,1011,2877,982,7.5177,330000,<1H OCEAN
-117.69,33.58,8,2887,351,1176,351,10.3953,500001,<1H OCEAN
-117.68,33.48,15,1786,299,727,293,5.0527,231400,<1H OCEAN
-117.68,33.49,16,3084,724,2557,690,2.8357,106300,<1H OCEAN
-117.67,33.49,10,366,61,128,61,8.163,250000,<1H OCEAN
-117.68,33.49,18,4173,625,1649,634,6.3568,294300,<1H OCEAN
-117.69,33.47,13,2020,378,679,290,5.756,305600,<1H OCEAN
-117.66,33.5,16,1956,346,862,326,4.4732,186300,<1H OCEAN
-117.67,33.51,18,1645,393,1490,355,3.4792,126400,<1H OCEAN
-117.69,33.47,23,3499,722,1480,634,3.86,300000,<1H OCEAN
-117.7,33.47,21,2208,534,1423,482,3.5915,305600,<1H OCEAN
-117.7,33.47,21,1857,399,881,380,3.8403,350000,<1H OCEAN
-117.68,33.55,5,2262,427,1016,402,6.065,315500,<1H OCEAN
-117.68,33.52,5,3621,632,1546,567,5.753,322800,<1H OCEAN
-117.69,33.54,20,1767,280,801,284,6.5394,272000,<1H OCEAN
-117.69,33.52,4,2142,625,1176,483,3.4455,325000,<1H OCEAN
-117.69,33.52,3,7374,1444,3214,1279,4.538,278200,<1H OCEAN
-117.71,33.52,17,2486,417,876,361,6.1007,340900,<1H OCEAN
-117.71,33.51,12,4676,698,1543,598,6.379,500001,<1H OCEAN
-117.69,33.55,4,1764,220,705,224,8.3275,384200,<1H OCEAN
-117.7,33.54,4,4956,693,1802,625,7.9338,354700,<1H OCEAN
-117.7,33.56,2,2112,305,703,261,6.9343,298500,<1H OCEAN
-117.7,33.57,4,3283,911,1512,782,3.3125,138500,<1H OCEAN
-117.71,33.54,15,2460,368,962,320,7.3878,318300,<1H OCEAN
-117.7,33.57,9,1204,355,469,293,3.6196,119900,<1H OCEAN
-117.71,33.57,6,3673,881,1846,768,4.877,144300,<1H OCEAN
-117.69,33.51,4,1223,275,505,244,4.6607,173000,<1H OCEAN
-117.71,33.49,5,1680,254,617,231,8.583,397700,<1H OCEAN
-117.7,33.48,10,3458,638,1156,470,6.3579,336700,<1H OCEAN
-117.71,33.47,14,3894,672,1490,629,6.5206,368500,<1H OCEAN
-117.71,33.47,17,2681,454,830,410,5.5507,345700,<1H OCEAN
-117.76,33.71,14,4321,582,2025,578,8.3634,355100,<1H OCEAN
-117.76,33.7,12,4025,574,2042,588,7.9125,344900,<1H OCEAN
-117.77,33.7,3,3636,749,1486,696,5.5464,207500,<1H OCEAN
-117.69,33.65,16,5805,852,2356,795,6.1062,274600,<1H OCEAN
-117.7,33.65,16,3388,492,1249,463,6.1863,355600,<1H OCEAN
-117.71,33.63,16,1565,274,950,280,5.8399,220600,<1H OCEAN
-117.71,33.63,16,1641,354,945,318,3.4261,219700,<1H OCEAN
-117.72,33.64,16,1230,242,380,246,2.2969,67500,<1H OCEAN
-117.7,33.63,23,3038,473,1501,436,5.5584,241700,<1H OCEAN
-117.76,33.72,11,4508,618,1993,573,10.4498,386100,<1H OCEAN
-117.75,33.72,10,2464,347,1241,366,8.7603,362500,<1H OCEAN
-117.76,33.71,15,1010,350,470,342,3.2229,108300,<1H OCEAN
-117.69,33.66,11,2630,327,1256,352,8.2953,350500,<1H OCEAN
-117.67,33.67,5,10534,2035,4656,1863,5.7797,309200,<1H OCEAN
-117.68,33.65,6,10395,1915,4783,1811,5.928,239900,<1H OCEAN
-117.7,33.72,6,211,51,125,44,1.9659,500001,<1H OCEAN
-117.7,33.64,15,5743,773,2380,773,8.1926,326600,<1H OCEAN
-117.69,33.64,18,3783,654,1843,623,5.7559,215800,<1H OCEAN
-117.82,33.71,9,5206,992,4660,978,2.885,162500,<1H OCEAN
-117.81,33.73,17,1063,189,363,183,2.1719,261300,<1H OCEAN
-117.81,33.71,16,2666,387,1227,347,7.3769,302400,<1H OCEAN
-117.77,33.7,15,1392,267,681,263,5.4248,187200,<1H OCEAN
-117.77,33.69,15,500,113,261,116,5.0631,154000,<1H OCEAN
-117.78,33.69,16,4702,806,2529,814,5.1299,238900,<1H OCEAN
-117.78,33.69,16,3400,501,1575,488,6.0961,295500,<1H OCEAN
-117.79,33.69,16,1532,240,679,248,5.7115,313900,<1H OCEAN
-117.8,33.68,14,2635,516,1150,499,4.4391,306700,<1H OCEAN
-117.8,33.69,15,2099,322,873,307,7.9887,328000,<1H OCEAN
-117.8,33.68,8,2032,349,862,340,6.9133,274100,<1H OCEAN
-117.81,33.67,8,2440,502,1113,483,4.6019,242500,<1H OCEAN
-117.81,33.67,9,2435,396,1194,385,7.2025,275000,<1H OCEAN
-117.81,33.68,8,1964,413,913,406,5.1583,192200,<1H OCEAN
-117.78,33.68,14,1750,336,852,300,4.6793,236800,<1H OCEAN
-117.78,33.68,11,1994,477,849,411,4.0187,235600,<1H OCEAN
-117.79,33.68,10,2106,319,1002,332,8.735,375300,<1H OCEAN
-117.8,33.67,5,2487,388,1147,397,8.284,302500,<1H OCEAN
-117.81,33.69,5,1256,256,880,288,2.4233,450000,<1H OCEAN
-117.82,33.68,4,1346,213,603,219,8.7974,360600,<1H OCEAN
-117.82,33.67,17,2895,439,1588,450,6.276,290700,<1H OCEAN
-117.82,33.68,3,7105,1459,3068,1241,6.1395,358000,<1H OCEAN
-117.77,33.72,10,2815,431,1181,398,6.5743,278700,<1H OCEAN
-117.77,33.71,13,1939,247,928,244,8.1111,379800,<1H OCEAN
-117.77,33.71,4,1646,321,859,300,5.5631,227800,<1H OCEAN
-117.78,33.71,4,974,232,428,203,4.6141,195400,<1H OCEAN
-117.78,33.7,16,1663,250,597,204,5.409,233900,<1H OCEAN
-117.79,33.71,16,3114,463,1641,469,6.2162,283200,<1H OCEAN
-117.79,33.7,6,1593,371,832,379,4.4286,239500,<1H OCEAN
-117.79,33.7,16,1416,249,636,244,5.1741,227700,<1H OCEAN
-117.79,33.69,16,3067,396,1275,372,8.7385,340000,<1H OCEAN
-117.8,33.55,38,1757,464,821,426,4.1304,433300,<1H OCEAN
-117.81,33.56,24,6258,1003,1730,752,10.9601,500001,<1H OCEAN
-117.77,33.6,33,247,80,167,70,3.7059,237500,<1H OCEAN
-117.78,33.54,29,1421,462,520,339,2.2969,450000,<1H OCEAN
-117.75,33.54,21,8711,1544,3173,1396,5.0907,378200,<1H OCEAN
-117.77,33.55,28,2024,297,617,274,6.7861,499100,<1H OCEAN
-117.86,33.67,16,20,5,15,5,3.875,450000,<1H OCEAN
-117.83,33.67,17,2634,641,1454,560,3.7976,275000,<1H OCEAN
-117.83,33.66,16,1574,385,515,363,5.3423,291700,<1H OCEAN
-117.8,33.66,16,2542,498,1022,494,4,223400,<1H OCEAN
-117.81,33.66,20,2851,490,1192,463,5.8752,274200,<1H OCEAN
-117.84,33.64,11,6840,1689,6083,1629,2.4132,198300,<1H OCEAN
-117.86,33.61,15,3191,482,930,447,8.6001,500001,<1H OCEAN
-117.84,33.6,21,4281,582,1443,576,9.0519,500001,<1H OCEAN
-117.86,33.62,17,2975,371,1247,398,10.1989,500001,<1H OCEAN
-117.85,33.61,14,4340,741,1505,670,7.5674,500001,<1H OCEAN
-117.86,33.63,17,3095,551,1175,534,5.3099,500001,<1H OCEAN
-117.76,33.54,28,2250,329,826,323,6.9257,466400,<1H OCEAN
-117.77,33.53,46,1033,223,462,224,3.2708,384700,<1H OCEAN
-117.76,33.53,28,3085,499,1176,480,7.9794,426100,<1H OCEAN
-117.76,33.53,24,2105,346,712,332,10.6349,500001,<1H OCEAN
-117.78,33.51,44,1833,331,515,268,6.6178,500001,<1H OCEAN
-117.74,33.62,16,4134,740,2103,745,5.6877,231400,<1H OCEAN
-117.72,33.62,21,2322,518,662,457,3.1679,110000,<1H OCEAN
-117.71,33.61,25,3004,718,891,626,2.395,80300,<1H OCEAN
-117.72,33.62,19,5777,1261,1711,1225,2.7634,86900,<1H OCEAN
-117.74,33.62,16,1889,590,686,537,3.4706,241700,<1H OCEAN
-117.74,33.61,17,2116,474,662,443,3.5625,180800,<1H OCEAN
-117.75,33.6,5,4944,1164,1727,948,4.9,255600,<1H OCEAN
-117.73,33.61,17,2612,582,832,564,2.6759,120600,<1H OCEAN
-117.7,33.6,26,2283,506,634,469,2.3774,74300,<1H OCEAN
-117.71,33.6,25,3011,714,893,654,2.3387,74800,<1H OCEAN
-117.72,33.61,26,2653,621,774,584,2.49,81100,<1H OCEAN
-117.71,33.61,26,2280,550,669,502,2.3438,72300,<1H OCEAN
-117.7,33.6,26,1021,230,301,208,2.625,80600,<1H OCEAN
-117.7,33.59,11,8039,1717,3445,1571,4.1678,190900,<1H OCEAN
-117.84,33.66,5,1688,430,857,402,3.7857,231600,<1H OCEAN
-117.83,33.66,4,1011,198,511,198,7.9217,296200,<1H OCEAN
-117.83,33.65,8,2149,426,950,399,4.1103,250400,<1H OCEAN
-117.81,33.63,17,4477,610,1798,612,8.1093,410400,<1H OCEAN
-117.8,33.63,8,32,9,26,11,4.1944,270800,<1H OCEAN
-117.8,33.63,15,3236,451,1289,416,11.1121,493000,<1H OCEAN
-117.81,33.64,16,2404,349,868,329,11.0138,442100,<1H OCEAN
-117.88,33.6,31,5488,1055,1938,964,8.8742,500001,<1H OCEAN
-117.87,33.6,35,1598,398,782,411,5.1155,500000,<1H OCEAN
-117.87,33.6,33,3120,602,1155,553,5.2949,500001,<1H OCEAN
-117.87,33.6,34,3415,779,1275,718,4.498,482900,<1H OCEAN
-117.9,33.61,41,1521,328,527,275,4.0764,500001,<1H OCEAN
-117.91,33.6,37,2088,510,673,390,5.1048,500001,<1H OCEAN
-117.9,33.6,25,2465,585,906,472,3.6538,500001,<1H OCEAN
-117.91,33.61,38,1232,178,410,171,11.075,500001,<1H OCEAN
-117.92,33.61,36,1025,150,316,126,10.3048,500001,<1H OCEAN
-117.88,33.63,21,9565,2289,3162,1831,4.7024,345400,<1H OCEAN
-117.88,33.64,16,3615,570,1209,559,8.5574,392200,<1H OCEAN
-117.89,33.61,16,2413,559,656,423,6.3017,350000,<1H OCEAN
-117.89,33.61,42,1301,280,539,249,5,500001,<1H OCEAN
-117.89,33.6,40,1639,352,498,278,5.6336,500001,<1H OCEAN
-117.9,33.61,44,1469,312,507,266,3.4937,500001,<1H OCEAN
-117.86,33.65,4,3618,767,1326,714,5.4284,500001,<1H OCEAN
-117.87,33.62,15,2209,275,735,274,15.0001,500001,<1H OCEAN
-117.88,33.65,24,4879,756,1777,754,5.9055,477300,<1H OCEAN
-117.91,33.63,20,3442,1526,1427,977,3.1985,106300,<1H OCEAN
-117.9,33.63,26,1632,376,598,375,3.2125,455000,<1H OCEAN
-117.88,33.66,26,6017,1244,2673,1135,3.5426,295400,<1H OCEAN
-117.9,33.66,13,1642,423,841,368,3.6042,226000,<1H OCEAN
-117.89,33.66,32,2736,550,1279,534,5.5422,253100,<1H OCEAN
-117.9,33.64,28,2466,507,1081,465,3.9375,339800,<1H OCEAN
-117.9,33.65,30,2196,486,1131,460,4.4135,272300,<1H OCEAN
-117.9,33.65,30,1634,373,771,364,3.4125,284100,<1H OCEAN
-117.91,33.64,37,1998,472,1030,436,3.9306,268400,<1H OCEAN
-117.91,33.64,29,1652,310,832,326,4.8098,325400,<1H OCEAN
-117.91,33.63,32,1901,400,946,418,2.7264,311100,<1H OCEAN
-117.91,33.63,30,2071,412,1081,412,4.9125,335700,<1H OCEAN
-117.91,33.64,38,2222,542,1067,512,2.8553,307600,<1H OCEAN
-117.91,33.63,32,1122,233,557,223,3.5388,407000,<1H OCEAN
-117.92,33.63,39,1469,226,553,225,7.8496,490800,<1H OCEAN
-117.91,33.61,27,1797,343,435,203,5.9196,500001,<1H OCEAN
-117.91,33.62,35,2426,359,937,387,9.2175,500001,<1H OCEAN
-117.93,33.62,33,1890,416,859,329,4.5658,500001,<1H OCEAN
-117.94,33.62,28,1765,390,832,349,6.5928,439100,<1H OCEAN
-117.96,33.6,34,959,230,384,197,5.2333,471400,NEAR OCEAN
-117.93,33.62,37,2204,428,807,410,7.0516,500001,<1H OCEAN
-117.94,33.65,20,5476,1073,2327,963,5.6637,222100,<1H OCEAN
-117.93,33.64,31,1291,356,1252,373,2.7143,185400,<1H OCEAN
-117.93,33.64,24,1395,396,1478,404,2.5301,192900,<1H OCEAN
-117.94,33.64,24,1097,307,470,333,1.6389,225000,<1H OCEAN
-117.95,33.63,27,2489,481,1082,443,5.8777,358800,<1H OCEAN
-117.93,33.63,10,2766,732,1332,646,4.6161,226300,<1H OCEAN
-117.91,33.65,19,1589,421,1118,394,4.1029,213400,<1H OCEAN
-117.92,33.65,15,1309,477,1330,424,3.4417,182500,<1H OCEAN
-117.91,33.65,24,1494,494,814,459,2.1074,181300,<1H OCEAN
-117.92,33.65,25,1679,470,1314,473,4.1026,211500,<1H OCEAN
-117.93,33.65,27,1283,406,1063,376,2.75,275000,<1H OCEAN
-117.93,33.67,27,3512,472,1391,481,8.1001,336500,<1H OCEAN
-117.94,33.66,16,2095,450,963,411,5.5,224100,<1H OCEAN
-117.93,33.65,34,2141,425,1559,429,4.2036,220100,<1H OCEAN
-117.93,33.69,26,2822,473,1258,469,6.4441,261000,<1H OCEAN
-117.93,33.68,33,2664,432,1197,429,5.069,264200,<1H OCEAN
-117.92,33.67,14,6224,1679,3148,1589,4.2071,430900,<1H OCEAN
-117.93,33.65,26,5831,1546,4738,1477,3.1483,213000,<1H OCEAN
-117.91,33.67,16,7961,2276,5014,2116,3.512,218400,<1H OCEAN
-117.9,33.67,26,2507,393,1333,392,6.1601,266100,<1H OCEAN
-117.9,33.67,25,639,98,311,93,6.6833,275900,<1H OCEAN
-117.91,33.66,26,5761,1326,2681,1116,4.0341,243300,<1H OCEAN
-117.91,33.66,21,1708,505,1099,434,3.225,193800,<1H OCEAN
-117.9,33.66,4,456,91,623,84,6.6369,192600,<1H OCEAN
-117.87,33.69,4,2337,768,983,655,3.7174,275000,<1H OCEAN
-117.88,33.69,20,5330,976,2734,1000,5.2138,233100,<1H OCEAN
-117.86,33.71,36,191,42,208,37,3.375,157500,<1H OCEAN
-117.87,33.71,13,1087,340,817,342,3.5326,262500,<1H OCEAN
-117.87,33.7,21,3648,654,2266,628,5.0956,246000,<1H OCEAN
-117.88,33.71,30,1739,359,1914,369,3.5551,185200,<1H OCEAN
-117.88,33.7,18,2135,373,1464,405,5.4836,225800,<1H OCEAN
-117.88,33.7,24,534,88,249,74,5.3254,240500,<1H OCEAN
-117.9,33.72,36,443,117,577,115,3.6875,137500,<1H OCEAN
-117.9,33.72,33,2613,562,3150,543,4.3899,180700,<1H OCEAN
-117.89,33.72,25,4343,847,3872,850,4.65,197800,<1H OCEAN
-117.88,33.73,32,1947,355,1786,332,4.5726,177500,<1H OCEAN
-117.88,33.72,36,1910,352,1593,329,3.89,170000,<1H OCEAN
-117.89,33.71,23,1422,260,1092,263,4.7422,202400,<1H OCEAN
-117.9,33.71,16,1917,317,1324,351,6.2488,252000,<1H OCEAN
-117.9,33.71,15,539,71,287,66,6.3427,305200,<1H OCEAN
-117.91,33.71,16,3113,783,1719,715,3.6505,145700,<1H OCEAN
-117.9,33.7,12,4695,1110,2153,989,4.6483,190800,<1H OCEAN
-117.86,33.73,31,1115,268,1369,259,3.5694,150500,<1H OCEAN
-117.87,33.72,39,3167,669,2789,619,3.5902,165900,<1H OCEAN
-117.86,33.72,37,1429,428,2089,399,3.413,150600,<1H OCEAN
-117.85,33.73,28,1499,574,3328,595,2.4539,115000,<1H OCEAN
-117.84,33.74,22,6072,1802,4715,1666,3.1353,121400,<1H OCEAN
-117.84,33.74,25,1818,577,1426,532,3.2104,112500,<1H OCEAN
-117.86,33.75,5,187,49,207,51,1.8,154200,<1H OCEAN
-117.86,33.75,6,1565,599,3157,629,2.9271,123200,<1H OCEAN
-117.85,33.74,19,1248,357,1214,328,2.7059,159800,<1H OCEAN
-117.86,33.74,9,525,171,1257,165,3.375,165300,<1H OCEAN
-117.85,33.74,26,2589,1003,5756,983,2.1992,170800,<1H OCEAN
-117.86,33.73,30,2651,572,3249,552,3.7202,182100,<1H OCEAN
-117.87,33.74,31,2338,652,3289,631,2.6734,158500,<1H OCEAN
-117.87,33.74,52,2411,526,2165,521,3.415,172500,<1H OCEAN
-117.86,33.73,38,2284,511,2451,504,3.3125,159100,<1H OCEAN
-117.89,33.73,33,1308,375,2175,347,3.0824,177400,<1H OCEAN
-117.9,33.73,30,746,172,1048,163,4.1,166400,<1H OCEAN
-117.88,33.73,36,2471,498,2594,475,3.75,170500,<1H OCEAN
-117.89,33.74,32,1562,365,2145,347,2.9167,158400,<1H OCEAN
-117.9,33.75,28,1346,291,1575,278,3.425,159500,<1H OCEAN
-117.9,33.74,18,1884,442,1915,442,2.3783,166700,<1H OCEAN
-117.91,33.73,26,2413,512,2867,509,4.7639,179900,<1H OCEAN
-117.9,33.74,24,2932,955,5516,911,2.7535,111000,<1H OCEAN
-117.9,33.74,24,1435,494,3171,504,3.0833,151700,<1H OCEAN
-117.89,33.74,33,619,139,1217,146,4.6875,154400,<1H OCEAN
-117.88,33.75,10,1823,590,2176,548,1.5026,151800,<1H OCEAN
-117.88,33.74,16,1444,446,2329,441,3.1691,159400,<1H OCEAN
-117.87,33.74,16,1243,365,1925,376,2.7632,158900,<1H OCEAN
-117.88,33.74,25,1799,557,3416,538,3.0083,163500,<1H OCEAN
-117.87,33.75,14,5526,1916,6799,1796,2.6561,144400,<1H OCEAN
-117.86,33.75,39,275,87,554,103,3.5972,158000,<1H OCEAN
-117.87,33.75,12,2782,1077,1968,795,0.971,102500,<1H OCEAN
-117.88,33.76,37,2988,677,2354,666,3.4345,235500,<1H OCEAN
-117.88,33.75,50,1344,228,747,234,4.5125,195400,<1H OCEAN
-117.9,33.76,26,2678,702,3262,685,3.6953,176800,<1H OCEAN
-117.89,33.76,36,2656,572,2370,571,3.8056,177200,<1H OCEAN
-117.88,33.78,26,1813,421,1235,343,3.5972,187500,<1H OCEAN
-117.88,33.78,26,3141,670,1572,724,3.3472,237400,<1H OCEAN
-117.89,33.77,35,1799,343,1239,368,3.9219,189600,<1H OCEAN
-117.87,33.77,52,2512,356,978,365,8.0784,320300,<1H OCEAN
-117.86,33.77,39,4159,655,1669,651,4.6111,240300,<1H OCEAN
-117.84,33.76,14,1458,423,615,365,4.2798,218800,<1H OCEAN
-117.84,33.76,16,238,51,93,50,5.375,215700,<1H OCEAN
-117.84,33.75,16,4367,1161,2164,1005,4.0214,139500,<1H OCEAN
-117.84,33.77,14,4412,952,1656,874,4.3292,206500,<1H OCEAN
-117.84,33.77,26,3350,581,1314,550,3.5195,249100,<1H OCEAN
-117.83,33.75,22,6433,1174,2703,1125,4.9957,296400,<1H OCEAN
-117.82,33.75,24,893,209,342,197,2.8261,146500,<1H OCEAN
-117.83,33.75,34,2660,601,1475,567,3.4152,210200,<1H OCEAN
-117.8,33.74,30,3569,551,1540,537,5.2998,247200,<1H OCEAN
-117.81,33.74,24,2696,649,1908,626,3.3047,216900,<1H OCEAN
-117.81,33.73,23,3056,556,1508,555,4.7273,234200,<1H OCEAN
-117.82,33.73,24,845,190,482,190,4.7039,225000,<1H OCEAN
-117.83,33.74,23,6114,1623,4088,1521,3.0382,183600,<1H OCEAN
-117.8,33.76,27,2655,345,1017,335,6.9014,366800,<1H OCEAN
-117.79,33.75,26,2893,345,983,326,13.466,500001,<1H OCEAN
-117.8,33.75,29,3058,488,1197,474,5.3903,286600,<1H OCEAN
-117.81,33.75,25,2365,471,1197,458,3.7031,227800,<1H OCEAN
-117.79,33.77,21,4349,553,1680,519,6.9014,439000,<1H OCEAN
-117.78,33.78,6,9792,1283,3744,1179,10.1714,481500,<1H OCEAN
-117.77,33.76,19,3532,402,1200,426,11.0124,500001,<1H OCEAN
-117.83,33.77,22,2956,642,1342,558,4.1151,203200,<1H OCEAN
-117.82,33.76,27,3230,449,1193,448,6.5308,287800,<1H OCEAN
-117.82,33.76,33,2774,428,1229,407,6.2944,265600,<1H OCEAN
-117.8,33.77,29,5436,707,2046,685,8.7496,349500,<1H OCEAN
-117.81,33.83,8,7326,884,2569,798,10.157,477100,<1H OCEAN
-117.83,33.83,23,2775,547,1226,510,3.6707,231400,<1H OCEAN
-117.83,33.79,29,1454,236,724,262,4.8542,218100,<1H OCEAN
-117.83,33.8,30,4713,758,2271,730,5.8622,221000,<1H OCEAN
-117.84,33.79,37,2733,460,1378,476,5.3041,235700,<1H OCEAN
-117.84,33.79,34,2590,603,1658,608,2.378,199600,<1H OCEAN
-117.84,33.78,24,3817,787,1656,713,4.25,248000,<1H OCEAN
-117.82,33.78,25,4977,645,2061,646,6.58,318500,<1H OCEAN
-117.82,33.78,28,4485,667,2048,685,5.4562,274700,<1H OCEAN
-117.8,33.83,17,2971,350,1180,346,11.1228,500001,<1H OCEAN
-117.81,33.81,19,3154,390,1404,384,8.9257,431800,<1H OCEAN
-117.82,33.81,19,2556,304,822,260,9.9055,456900,<1H OCEAN
-117.83,33.82,23,1100,285,940,267,3.6953,150000,<1H OCEAN
-117.82,33.81,25,2662,402,1247,401,5.4395,244000,<1H OCEAN
-117.82,33.81,30,2260,345,1182,341,6.0705,236700,<1H OCEAN
-117.85,33.79,52,2102,403,898,365,3.6827,236800,<1H OCEAN
-117.85,33.79,52,1963,430,1197,415,3.8929,211000,<1H OCEAN
-117.86,33.78,25,2635,660,1710,634,3.125,215000,<1H OCEAN
-117.85,33.79,40,1251,336,729,343,2.4688,236400,<1H OCEAN
-117.86,33.78,21,2713,731,1952,722,2.6959,178800,<1H OCEAN
-117.87,33.78,19,2813,567,1334,596,4.7208,173500,<1H OCEAN
-117.86,33.8,35,1683,347,1242,335,3.5172,190400,<1H OCEAN
-117.87,33.79,25,2546,545,1543,521,4.192,219900,<1H OCEAN
-117.89,33.78,16,6352,1747,5085,1649,2.8835,193800,<1H OCEAN
-117.85,33.84,26,2095,280,793,261,6.6719,271700,<1H OCEAN
-117.85,33.84,17,2830,502,1370,459,5.1785,247300,<1H OCEAN
-117.86,33.83,23,2377,403,1101,408,5.3439,227100,<1H OCEAN
-117.86,33.8,34,1793,480,1722,441,2.8235,153100,<1H OCEAN
-117.85,33.81,32,1766,322,876,330,4.0417,234500,<1H OCEAN
-117.85,33.8,40,1461,286,1322,264,4.3269,194100,<1H OCEAN
-117.84,33.8,35,1490,251,629,257,4.3661,222100,<1H OCEAN
-117.86,33.82,9,1682,291,1015,271,6.6603,230900,<1H OCEAN
-117.84,33.84,23,6157,1129,2817,1073,5.0629,232600,<1H OCEAN
-117.89,33.83,35,2984,446,1435,455,5.6276,200800,<1H OCEAN
-117.89,33.82,21,1591,298,904,297,4.8906,179100,<1H OCEAN
-117.89,33.82,24,1268,210,700,224,5.0605,216200,<1H OCEAN
-117.87,33.81,15,3082,536,1268,531,3.7604,280100,<1H OCEAN
-117.88,33.84,26,1499,290,755,277,3.5893,238500,<1H OCEAN
-117.87,33.83,27,2287,,1140,351,5.6163,231000,<1H OCEAN
-117.88,33.83,25,1785,248,750,251,6.8407,266700,<1H OCEAN
-117.88,33.82,26,1783,298,1048,306,6.0488,232000,<1H OCEAN
-117.88,33.85,26,3924,781,2332,725,3.7772,223900,<1H OCEAN
-117.88,33.84,34,1410,214,837,240,6.1168,213900,<1H OCEAN
-117.9,33.85,31,3413,764,2326,728,4.325,187100,<1H OCEAN
-117.89,33.85,18,2036,414,1292,380,3.875,273000,<1H OCEAN
-117.89,33.85,13,1583,474,1672,432,3.2303,201300,<1H OCEAN
-117.89,33.84,33,1587,374,1159,331,2.8021,195100,<1H OCEAN
-117.88,33.84,25,1781,349,918,378,3.9286,262700,<1H OCEAN
-117.87,33.84,25,1928,414,961,385,4.0724,231400,<1H OCEAN
-117.87,33.84,17,2395,410,1224,399,5.1182,249200,<1H OCEAN
-117.86,33.85,17,1131,236,622,244,4.9306,158500,<1H OCEAN
-117.92,33.84,45,2019,394,1549,377,4.6111,223000,<1H OCEAN
-117.91,33.85,35,932,258,1147,267,2.7014,156700,<1H OCEAN
-117.91,33.85,22,1178,289,865,294,3.025,180000,<1H OCEAN
-117.93,33.85,27,1962,544,1492,481,1.9621,118100,<1H OCEAN
-117.93,33.85,33,2489,546,1857,444,2.9474,178400,<1H OCEAN
-117.93,33.85,25,1026,288,1646,283,4.2019,163900,<1H OCEAN
-117.94,33.85,37,588,121,436,104,4.275,186200,<1H OCEAN
-117.95,33.85,13,6963,1426,3892,1375,4.1325,203500,<1H OCEAN
-117.97,33.85,30,2513,476,1611,472,4.0061,182900,<1H OCEAN
-117.95,33.84,32,1378,492,1202,448,3.4028,183700,<1H OCEAN
-117.95,33.84,34,1229,215,1035,218,3.5455,180000,<1H OCEAN
-117.94,33.84,28,604,207,615,212,3.6214,182100,<1H OCEAN
-117.98,33.84,33,2291,439,1187,405,3.9539,191100,<1H OCEAN
-117.97,33.85,45,818,147,546,152,5.1057,170700,<1H OCEAN
-117.97,33.84,34,874,153,549,153,4.8667,186800,<1H OCEAN
-117.97,33.84,25,2471,518,1539,500,4.2679,191700,<1H OCEAN
-117.99,33.84,31,2982,547,1895,570,4.9115,255500,<1H OCEAN
-117.98,33.84,31,1252,225,714,226,4.6042,220700,<1H OCEAN
-118,33.82,21,2253,580,1536,500,3.2326,204700,<1H OCEAN
-118.01,33.83,24,4639,1374,3093,1257,2.5577,202300,<1H OCEAN
-118,33.83,26,1718,385,1022,368,3.9333,196100,<1H OCEAN
-118,33.82,18,2947,559,1820,551,4.5294,224800,<1H OCEAN
-117.99,33.82,19,1991,528,1202,460,3.1538,252100,<1H OCEAN
-117.99,33.82,33,2342,475,1367,509,4.1167,215500,<1H OCEAN
-117.98,33.82,34,1038,175,578,174,4.9219,200000,<1H OCEAN
-117.98,33.83,32,1133,166,523,187,6.213,230800,<1H OCEAN
-117.97,33.82,26,2335,504,1121,502,2.9891,205200,<1H OCEAN
-117.96,33.83,30,2838,649,1758,593,3.3831,197400,<1H OCEAN
-117.96,33.83,29,1194,176,474,170,6.1001,298900,<1H OCEAN
-117.94,33.83,20,812,192,494,172,3.25,350000,<1H OCEAN
-117.94,33.82,34,1347,212,676,201,3.8828,215400,<1H OCEAN
-117.95,33.82,29,2929,640,1618,584,3.6875,213200,<1H OCEAN
-117.96,33.83,34,982,148,498,156,6.3214,220800,<1H OCEAN
-117.93,33.83,32,1792,411,1131,381,2.4942,186300,<1H OCEAN
-117.94,33.82,29,1422,409,1057,390,2.3347,208100,<1H OCEAN
-117.93,33.82,28,2444,555,1848,567,3.0179,198800,<1H OCEAN
-117.92,33.83,6,3136,990,1894,859,2.5564,171300,<1H OCEAN
-117.93,33.84,34,2160,298,852,305,6.0531,287100,<1H OCEAN
-117.91,33.84,26,1156,393,1880,400,2.2716,350000,<1H OCEAN
-117.91,33.83,9,1160,368,735,325,1.119,175000,<1H OCEAN
-117.91,33.84,16,919,253,912,249,1.5903,165400,<1H OCEAN
-117.91,33.83,47,504,113,375,109,3.6607,160600,<1H OCEAN
